fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts,finalpoints,wins,gp,oppfg,oppfga,oppfg3,oppfg3a,oppft,oppfta,opporb,oppdrb,oppast,oppstl,oppblk,opptov,opppf,opppts,oppfinalpoints,oppwins,oppgp
9,20,0,5,2,4,2,5,7,5,0,8,5,20,93,6,13,11,17,2,4,3,4,1,9,8,7,3,9,4,27,89,6,14
9,25,0,6,3,7,6,9,5,1,1,1,3,21,93,4,13,9,21,3,9,2,2,1,10,4,0,3,2,6,23,99,8,14
9,17,2,3,4,4,2,7,6,1,0,5,2,24,96,11,14,13,22,2,5,0,0,2,6,5,3,0,1,5,28,91,2,13
9,21,3,8,2,4,3,10,5,3,1,4,4,23,123,13,15,7,18,0,3,5,5,1,8,2,2,1,5,5,19,115,8,14
6,23,1,9,1,2,2,5,4,3,1,3,5,14,94,9,14,14,22,4,7,2,2,2,14,11,1,3,3,4,34,112,5,15
10,23,3,6,5,5,3,4,4,3,2,4,6,28,107,7,14,12,23,4,5,5,6,4,9,7,2,0,4,5,33,103,8,16
8,21,2,5,1,2,2,5,4,1,2,2,2,19,110,6,14,13,21,4,5,1,2,0,11,8,2,2,1,2,31,107,9,15
11,21,5,7,2,3,3,11,8,3,2,5,4,29,111,8,15,7,23,0,7,2,2,2,5,4,3,2,4,4,16,109,8,15
12,25,4,6,0,0,3,8,9,0,2,1,5,28,114,8,14,9,20,3,6,9,9,2,9,7,1,2,1,3,30,119,12,15
15,22,10,13,6,8,3,7,11,3,1,4,5,46,137,11,13,11,21,3,9,6,6,2,5,9,2,2,3,7,31,125,8,17
11,21,2,6,0,0,0,4,5,2,3,1,4,24,85,7,16,13,22,2,5,3,3,5,10,7,0,0,4,1,31,96,10,15
8,26,1,4,5,5,3,7,3,2,0,2,3,22,87,6,15,9,20,2,5,4,5,2,11,5,1,2,4,6,24,92,5,16
10,24,4,10,2,2,2,13,7,0,3,2,5,26,99,4,15,8,22,0,4,4,5,0,8,5,2,2,0,5,20,104,10,15
6,22,2,8,2,2,2,10,2,1,1,7,5,16,92,4,14,13,27,1,8,3,4,3,12,5,6,1,1,4,30,111,9,15
12,23,1,5,3,6,2,12,9,5,2,2,7,28,107,7,16,4,16,1,6,7,11,1,11,2,1,0,7,5,16,84,4,14
9,20,0,8,2,2,1,7,7,3,2,6,4,20,102,9,15,10,22,0,1,4,4,3,9,5,3,2,5,2,24,115,9,15
11,22,1,7,3,4,3,9,6,2,0,5,6,26,104,2,14,11,19,5,7,5,8,0,9,6,4,0,3,5,32,124,14,16
14,21,6,10,2,3,0,11,9,0,2,4,7,36,108,8,16,8,22,4,7,7,10,3,7,4,1,1,0,3,27,83,6,15
12,18,1,2,6,7,1,7,5,3,2,4,9,31,117,6,16,7,17,0,3,12,14,2,5,6,3,1,4,5,26,96,4,14
15,24,6,10,5,11,1,11,13,3,2,1,6,41,149,13,15,8,21,3,4,7,9,1,11,5,0,1,5,9,26,106,8,16
9,21,2,4,7,7,3,11,7,0,0,3,4,27,116,6,15,9,21,1,7,8,8,1,7,6,1,3,0,5,27,101,8,16
13,21,3,7,3,4,2,9,10,2,3,4,1,32,103,9,16,10,24,2,5,0,0,4,4,5,3,2,5,2,22,109,13,16
5,21,1,4,3,4,4,9,4,1,1,8,3,14,91,6,16,11,21,3,9,1,2,0,11,9,6,0,4,2,26,94,5,14
11,24,6,12,8,9,3,13,7,3,0,2,1,36,128,12,14,7,23,2,7,0,0,1,8,7,0,2,3,5,16,90,2,15
15,25,3,5,2,2,2,9,7,3,0,1,6,35,108,8,17,9,19,2,6,3,3,1,5,6,0,4,6,5,23,97,14,17
11,25,3,6,5,6,6,8,6,1,2,2,4,30,113,8,15,12,23,3,8,1,2,4,7,7,1,2,3,5,28,111,8,15
7,19,3,5,2,2,1,7,5,3,1,4,6,19,89,4,16,9,19,3,4,2,4,3,11,7,2,2,6,2,23,105,10,16
11,18,3,5,3,3,1,10,10,1,1,7,4,28,118,8,17,10,22,3,11,0,1,3,5,8,4,3,5,3,23,97,4,15
6,20,0,4,7,7,3,9,2,0,4,4,7,19,81,10,16,10,24,3,7,5,7,4,10,5,2,1,1,5,28,90,5,15
10,20,3,8,1,2,1,9,7,1,0,1,4,24,99,6,14,9,21,6,10,3,3,2,8,5,0,0,2,3,27,105,10,16
9,20,2,7,4,4,3,9,4,1,2,4,3,24,95,9,17,8,22,3,7,4,4,2,7,2,2,0,2,3,23,68,10,16
12,22,2,6,4,5,1,8,7,1,1,2,3,30,129,6,16,14,25,2,5,1,2,2,7,9,1,0,2,4,31,132,9,17
12,20,1,5,2,2,2,6,7,5,1,5,6,27,85,5,17,11,23,2,5,5,5,5,4,7,4,0,6,4,29,98,5,15
13,29,2,8,4,5,7,7,7,1,0,2,7,32,119,9,18,12,19,2,3,8,11,1,8,6,0,2,1,3,34,104,6,17
9,26,2,7,0,0,4,9,7,2,1,5,3,20,85,8,17,12,21,4,9,2,4,0,10,10,2,3,4,1,30,109,14,16
7,20,2,7,3,5,0,6,2,2,0,2,3,19,104,6,16,13,25,8,17,4,5,4,14,10,1,0,3,5,38,117,10,16
13,24,4,8,8,9,3,10,8,2,5,3,3,38,107,9,16,9,26,1,6,3,4,5,8,6,3,2,5,6,22,102,8,16
9,22,3,6,1,1,1,8,4,2,0,3,4,22,100,5,15,10,20,2,8,1,1,0,10,5,2,1,3,4,23,112,14,17
11,22,2,6,7,10,1,9,5,2,1,2,4,31,107,5,16,10,20,0,4,4,6,1,10,4,2,3,4,7,24,110,11,17
11,25,1,5,6,10,4,10,3,2,1,1,3,29,106,10,18,8,22,0,3,3,4,1,7,2,1,0,2,6,19,88,8,18
12,20,3,6,3,4,1,9,6,1,1,3,2,30,115,15,17,15,24,2,7,1,2,0,7,8,2,2,1,3,33,102,5,16
13,27,3,9,1,3,4,13,8,1,2,2,6,30,108,4,17,7,27,3,12,7,7,5,8,2,1,1,1,3,24,112,13,15
10,22,4,7,4,5,2,10,3,0,1,3,4,28,114,5,18,10,23,3,7,6,6,3,10,8,1,0,3,7,29,120,7,17
13,21,5,10,4,5,1,9,6,1,0,2,4,35,105,4,16,13,22,2,4,3,5,1,7,9,1,0,2,3,31,122,7,17
11,30,0,4,1,2,5,6,8,5,0,1,6,23,91,9,18,4,11,2,6,10,12,1,13,2,1,2,11,2,20,70,14,18
12,27,3,5,2,5,4,7,7,1,1,1,4,29,96,6,17,14,24,3,4,5,7,4,12,5,1,2,3,6,36,104,7,15
10,22,3,9,3,3,3,10,9,3,1,2,4,26,91,3,16,7,21,1,5,5,5,4,8,3,2,2,3,2,20,81,6,18
13,21,4,6,5,6,3,6,8,1,1,4,3,35,114,9,19,15,24,4,11,1,2,1,4,9,3,3,1,5,35,130,11,17
8,25,1,2,4,5,5,7,4,1,0,2,4,21,109,9,18,13,25,5,9,1,2,1,12,11,1,3,1,3,32,94,10,17
10,21,4,9,1,2,4,8,7,1,2,5,3,25,101,6,16,8,19,0,4,3,3,3,5,6,5,0,6,3,19,95,7,18
8,17,0,5,3,6,1,9,3,4,0,6,4,19,104,5,17,8,21,2,7,3,3,2,6,4,3,1,4,4,21,112,10,17
9,20,2,7,9,9,2,10,6,1,2,2,4,29,103,8,17,9,21,3,9,3,4,2,7,5,1,0,3,7,24,112,11,19
12,23,5,7,4,4,3,11,5,1,1,3,2,33,122,11,17,10,26,5,10,1,2,4,8,9,3,0,2,2,26,95,4,18
11,26,2,8,1,1,2,7,7,5,1,2,3,25,85,11,18,11,24,3,8,0,2,4,11,9,0,2,5,2,25,104,10,17
10,20,4,7,3,3,2,5,7,3,1,1,5,27,103,5,17,8,21,0,3,6,6,6,7,1,0,0,4,2,22,112,10,18
11,22,6,12,1,2,2,7,10,1,0,6,4,29,105,16,18,10,19,3,7,4,6,3,9,7,5,1,7,4,27,100,10,18
10,22,3,9,2,2,1,7,7,3,1,1,2,25,89,10,18,13,21,5,7,2,2,1,9,7,1,1,4,3,33,112,9,19
10,26,3,8,1,1,2,5,6,4,0,1,4,24,127,5,17,11,20,3,9,3,4,2,12,5,1,1,4,4,28,122,14,19
13,24,2,6,2,3,2,9,8,4,1,5,7,30,118,8,16,10,21,4,11,8,11,3,10,8,4,3,4,2,32,101,13,16
11,21,2,6,9,10,2,11,10,4,0,3,3,33,105,7,19,10,22,1,9,1,3,1,7,6,3,2,5,5,22,88,9,19
8,20,1,3,3,4,2,11,6,2,1,4,3,20,83,14,18,7,23,0,2,2,2,4,7,3,3,0,4,3,16,95,7,18
15,20,6,7,2,2,1,10,7,0,1,2,5,38,120,11,19,12,25,2,7,3,5,4,4,3,2,1,1,3,29,101,11,18
11,25,3,9,3,3,3,8,8,1,1,2,2,28,114,10,18,14,28,2,5,1,1,5,9,8,2,1,1,3,31,121,10,20
9,17,3,6,4,5,3,8,6,3,2,7,5,25,120,12,18,11,21,2,5,4,5,1,4,4,5,1,4,4,28,105,11,19
11,28,0,4,6,8,5,9,10,6,3,2,3,28,90,10,17,7,19,1,2,2,5,4,10,3,2,1,8,6,17,96,10,20
11,20,1,4,8,12,2,8,6,1,1,2,2,31,104,5,18,12,22,2,7,2,3,2,8,9,2,0,2,7,28,106,9,18
13,23,3,3,3,4,2,13,9,4,1,4,4,32,126,12,20,8,23,1,4,2,6,3,6,2,2,0,4,5,19,115,6,17
7,18,3,8,0,0,4,8,6,0,0,5,5,17,87,3,17,8,20,2,4,3,4,3,6,4,2,3,2,3,21,94,15,19
12,22,2,5,4,5,2,12,7,0,2,4,4,30,98,7,18,12,26,1,3,3,5,3,8,4,4,1,1,6,28,106,6,18
11,20,4,6,10,13,1,6,3,5,1,3,6,36,109,6,19,12,22,2,5,1,2,2,8,6,1,2,8,8,27,107,10,19
14,26,3,5,0,0,6,9,6,2,2,3,6,31,131,10,20,7,21,1,2,8,8,2,6,5,1,2,3,0,23,109,9,19
9,18,1,4,4,6,1,8,5,1,1,1,4,23,97,11,19,6,19,1,6,1,2,2,7,2,0,0,2,6,14,87,3,18
8,21,4,10,6,6,1,10,6,2,2,4,5,26,93,5,18,9,22,4,8,5,6,3,12,6,1,2,4,5,27,111,9,17
10,20,3,6,5,6,1,10,6,1,1,5,8,28,94,13,17,8,20,2,6,6,8,2,7,7,2,0,3,6,24,113,15,20
12,22,3,5,3,3,2,6,8,1,6,2,3,30,95,12,20,12,22,4,7,0,1,3,7,8,1,3,4,3,28,94,7,19
10,20,4,8,3,4,3,5,6,1,2,2,3,27,110,11,20,10,19,1,2,5,6,2,7,5,1,0,1,5,26,111,7,19
11,18,3,8,5,8,0,10,8,3,3,6,6,30,127,16,19,13,24,3,8,3,5,2,8,5,3,1,5,5,32,132,12,19
6,26,2,6,0,0,4,9,4,0,4,2,5,14,88,4,19,9,23,1,5,2,6,2,15,6,2,2,2,6,21,105,8,20
12,22,5,9,0,0,3,6,10,1,2,2,5,29,97,11,19,10,23,4,9,5,6,4,7,6,2,2,2,1,29,92,7,19
10,25,3,9,7,7,4,12,5,3,1,4,4,30,118,10,19,9,24,2,6,1,1,2,9,6,1,2,5,6,21,114,5,19
10,22,3,8,5,5,2,11,5,0,0,1,4,28,113,13,19,8,28,3,5,3,4,7,8,5,1,1,2,6,22,80,10,21
11,26,2,5,0,0,1,10,7,1,1,1,1,24,85,10,20,11,26,5,6,0,0,3,11,7,1,1,2,2,27,121,11,21
15,30,0,4,0,0,3,5,12,4,0,2,2,30,111,11,18,14,22,3,6,2,2,2,9,9,1,1,7,1,33,105,13,18
12,21,3,5,3,4,3,11,8,2,3,5,3,30,96,7,20,11,26,0,5,3,3,3,7,6,1,1,3,3,25,114,16,21
9,19,2,6,4,10,2,9,8,0,1,3,4,24,107,16,20,11,27,2,4,4,4,5,10,8,1,2,2,6,28,105,6,18
14,25,3,6,2,2,5,5,9,1,2,4,4,33,110,7,19,14,27,7,14,7,7,6,6,8,3,1,1,1,42,128,13,20
9,23,1,7,6,9,1,10,7,3,2,1,2,25,112,10,18,9,24,0,9,4,5,3,12,6,1,1,3,5,22,103,5,19
12,25,3,7,2,6,2,10,10,4,3,1,4,29,120,11,20,7,23,0,3,5,6,4,11,5,1,3,4,5,19,125,6,20
12,22,5,11,1,2,2,6,8,2,1,2,3,30,106,4,20,9,16,0,2,4,4,0,8,5,0,1,4,4,22,107,12,20
13,21,2,4,4,5,2,11,1,2,1,3,5,32,128,14,20,9,22,2,6,2,5,2,6,5,2,1,4,3,22,84,10,21
11,28,3,11,0,0,6,5,8,3,1,0,6,25,103,13,21,7,16,1,4,10,11,2,9,3,0,3,4,3,25,100,10,22
11,21,3,7,4,6,3,9,8,3,0,3,2,29,107,4,19,7,18,1,3,3,4,2,9,4,2,0,5,5,18,82,11,19
7,16,1,4,9,10,3,11,5,0,1,4,3,24,105,12,21,8,23,2,6,3,3,1,4,3,4,1,1,6,21,98,7,20
8,25,2,7,3,3,5,5,4,2,2,2,4,21,99,11,21,13,21,1,3,2,4,2,9,6,1,2,3,2,29,92,7,20
12,21,5,5,8,10,2,7,9,3,1,3,4,37,138,17,20,12,25,2,8,4,4,4,5,5,2,1,3,7,30,109,6,20
11,23,5,7,0,0,3,9,7,1,1,2,4,27,92,11,22,9,18,1,6,4,7,1,9,4,2,0,1,1,23,98,9,21
14,24,0,9,1,1,0,10,10,3,1,1,2,29,101,13,21,11,20,2,5,2,4,1,10,4,0,0,5,1,26,92,7,21
11,30,3,7,1,2,6,12,6,2,2,4,7,26,106,11,20,6,21,2,7,7,8,3,10,5,4,3,4,3,21,98,7,20
10,17,4,8,4,7,2,13,7,1,3,7,3,28,102,16,22,7,22,0,1,3,4,1,8,4,1,1,3,5,17,111,10,20
9,27,1,6,8,9,3,12,4,4,2,2,6,27,98,4,21,6,18,2,9,4,8,3,13,3,2,4,9,7,18,106,8,21
7,19,0,5,7,9,3,6,6,7,2,8,5,21,99,10,22,8,20,3,6,4,6,3,9,8,5,1,8,8,23,102,14,22
13,20,3,5,3,5,1,9,7,0,0,4,1,32,113,5,20,13,25,3,9,0,0,2,7,8,3,0,2,5,29,118,7,19
10,23,3,7,4,4,2,5,6,4,0,2,3,27,112,14,21,13,20,4,6,0,0,1,7,6,2,2,4,5,30,116,14,19
13,23,2,4,4,5,3,8,8,3,1,4,1,32,110,11,20,13,25,2,7,1,1,3,7,8,3,3,3,5,29,112,12,22
8,22,4,12,6,7,4,11,5,3,0,3,3,26,107,14,21,8,25,1,7,0,0,4,10,4,0,1,4,5,17,106,12,21
10,23,0,5,4,4,2,9,4,1,1,1,1,24,96,10,19,10,23,4,7,2,2,3,9,8,0,1,3,3,26,97,17,21
7,22,2,7,5,5,1,12,4,3,1,3,4,21,108,7,22,7,21,0,5,3,6,2,13,3,3,1,4,6,17,110,14,22
8,21,2,8,5,7,2,9,5,1,1,2,3,23,101,4,20,8,20,0,3,7,7,2,13,4,1,1,2,4,23,109,12,21
17,29,2,8,2,3,4,9,15,3,3,1,4,38,142,18,21,10,22,0,2,7,8,3,7,8,1,0,4,2,27,106,10,21
10,23,2,5,4,6,4,6,5,2,1,1,3,26,101,10,23,10,21,3,8,3,4,2,8,8,0,1,2,5,26,107,13,22
11,24,1,2,1,3,3,10,4,1,0,3,2,24,116,7,20,10,22,2,7,3,3,0,10,3,1,3,3,3,25,124,10,22
13,23,4,6,2,3,3,8,10,2,3,2,6,32,102,12,23,9,19,1,3,2,5,1,6,4,1,2,3,4,21,91,11,21
10,28,5,11,0,0,7,10,7,2,3,3,2,25,103,7,21,11,27,0,4,4,4,6,10,5,1,2,2,0,26,114,12,21
10,26,2,7,6,8,0,11,6,5,0,0,5,28,96,15,23,7,18,2,8,4,7,1,13,4,0,4,8,8,20,91,4,22
9,22,3,6,1,1,2,14,7,0,2,4,5,22,91,6,21,7,24,1,6,4,5,2,10,3,3,0,0,3,19,105,18,22
10,20,5,8,8,9,2,8,7,3,3,3,5,33,112,14,23,6,19,0,3,7,7,3,7,2,0,0,6,6,19,105,6,21
8,26,2,6,5,6,2,11,3,2,0,1,1,23,87,13,22,10,21,2,9,2,2,0,15,9,1,2,5,3,24,77,12,24
9,17,4,5,5,6,1,7,7,1,1,5,6,27,87,10,23,10,20,1,4,5,6,2,6,9,2,1,2,4,26,117,13,22
12,22,1,4,4,4,4,8,11,2,0,3,3,29,103,11,23,11,24,2,5,1,2,3,5,3,2,0,3,2,25,95,7,22
16,25,1,3,3,4,2,8,4,4,0,3,4,36,116,6,21,9,22,2,8,3,4,2,7,5,1,0,6,5,23,111,8,22
17,26,6,11,3,4,3,6,10,5,1,3,5,43,134,15,22,9,19,0,2,9,10,3,7,3,1,0,9,5,27,95,10,24
12,22,1,6,3,4,2,9,5,2,1,4,2,28,115,11,20,10,23,4,10,4,4,2,8,8,4,0,3,2,28,107,12,23
10,21,3,9,3,4,3,7,6,1,2,5,5,26,94,12,22,11,21,5,10,9,9,2,8,6,4,0,2,2,36,126,15,20
9,22,4,10,1,1,4,11,5,1,0,5,6,23,89,4,21,10,22,3,6,3,3,1,9,6,0,1,2,4,26,120,8,21
9,23,1,4,3,3,1,7,6,7,1,5,5,22,94,6,22,9,20,0,4,5,5,3,12,4,3,2,9,4,23,109,11,22
8,24,1,6,2,4,6,7,3,3,0,9,6,19,98,16,23,14,26,2,9,7,7,3,9,13,7,1,3,4,37,115,19,22
8,25,2,8,4,6,7,5,5,1,2,2,6,22,124,15,22,13,22,2,5,4,7,5,11,6,1,1,2,4,32,110,6,22
8,22,2,4,0,0,3,7,4,2,0,7,6,18,92,8,21,10,17,3,5,6,8,1,9,9,4,0,6,2,29,85,8,23
5,21,1,5,3,6,4,13,3,1,0,4,6,14,88,16,24,6,22,2,6,8,10,4,11,3,3,1,2,5,22,86,12,24
10,22,2,3,9,11,5,10,5,1,0,3,6,31,88,7,23,9,24,2,9,6,6,3,6,8,1,1,2,8,26,99,5,23
7,21,2,10,1,4,2,7,2,2,1,6,6,17,99,14,24,14,28,3,12,4,4,6,13,10,5,1,3,4,35,106,20,23
10,23,1,4,0,0,1,10,9,1,2,2,1,21,95,12,22,8,22,1,6,0,0,1,11,4,1,4,1,1,17,91,18,23
7,20,0,4,6,6,3,10,3,2,0,4,3,20,109,14,23,8,21,1,7,4,6,4,8,4,3,0,3,5,21,88,10,24
10,23,6,12,2,2,2,9,7,4,1,3,3,28,94,13,23,9,18,3,3,4,4,0,9,4,2,0,5,1,25,101,16,23
13,21,0,2,5,8,4,8,6,2,2,1,4,31,114,16,21,11,24,2,7,3,5,6,4,7,0,0,3,5,27,84,7,23
14,26,2,5,0,0,3,8,8,2,1,3,3,30,110,11,21,9,21,2,8,3,3,2,7,9,0,1,7,0,23,114,12,24
9,22,1,4,1,1,2,9,3,0,0,3,4,20,90,6,23,10,24,3,7,2,4,4,9,5,1,1,1,4,25,117,13,25
10,22,1,7,2,2,2,14,5,2,0,7,7,23,99,14,23,9,28,2,12,5,9,5,8,7,3,1,3,2,25,102,16,23
10,24,2,6,3,4,2,8,3,3,0,2,2,25,111,5,22,10,20,5,8,2,2,1,13,7,2,2,5,3,27,103,11,23
9,21,1,6,7,9,0,13,3,0,1,3,4,26,115,10,25,13,29,3,8,3,5,4,11,8,2,2,0,5,32,119,7,23
12,21,1,5,7,7,1,9,11,2,0,2,2,32,100,8,22,12,24,2,8,4,4,2,8,7,1,1,2,5,30,103,13,23
12,24,3,8,4,5,2,5,8,1,1,0,4,31,118,12,24,15,24,7,11,7,8,3,11,9,0,2,2,5,44,111,12,25
11,24,1,5,6,8,2,5,6,2,1,0,3,29,113,10,25,13,23,0,2,6,7,3,10,6,0,1,3,5,32,121,9,24
10,27,0,4,3,3,5,7,7,1,0,2,3,23,110,9,22,14,23,4,7,0,0,2,11,9,0,1,4,2,32,105,11,22
15,21,4,6,2,4,1,11,11,4,0,4,6,36,116,17,22,8,19,3,8,7,8,0,7,5,3,0,5,5,26,105,14,24
11,23,1,2,6,7,3,11,5,1,4,2,2,29,105,13,23,11,25,2,4,3,5,5,8,6,1,3,2,4,27,100,7,24
13,19,4,6,6,7,1,11,9,1,0,4,5,36,109,17,24,10,23,3,9,4,5,2,4,6,2,2,1,3,27,87,5,23
8,20,2,7,13,15,3,14,6,1,1,3,5,31,110,17,25,5,20,1,7,5,10,3,8,2,3,1,5,7,16,89,20,24
17,28,6,10,1,1,3,13,13,1,2,0,2,41,130,19,24,11,25,3,10,1,1,1,7,6,0,0,1,1,26,101,6,22
11,21,3,6,4,4,3,9,7,3,3,6,3,29,104,15,25,11,26,2,6,1,2,4,5,5,3,0,3,3,25,84,8,23
14,29,5,11,2,2,5,8,10,2,0,1,5,35,133,17,24,13,26,2,6,3,4,2,7,4,0,0,2,3,31,105,7,24
6,19,0,2,0,1,3,5,3,2,0,6,3,12,79,13,26,13,18,4,7,2,2,0,10,10,3,0,2,2,32,97,6,24
10,18,1,4,6,9,4,9,5,0,0,6,7,27,108,6,24,8,20,3,6,11,11,1,5,6,4,0,2,6,30,116,21,25
10,20,0,6,1,2,0,10,6,2,1,5,3,21,99,15,24,11,22,2,7,0,1,1,7,8,5,1,3,4,24,96,13,24
11,23,5,10,4,5,4,10,7,0,0,3,5,31,119,7,24,8,19,4,6,5,8,2,7,5,3,1,3,7,25,120,8,25
13,28,3,11,1,2,2,9,7,2,0,1,3,30,112,10,26,13,22,1,4,5,5,0,13,8,1,2,2,2,32,118,14,24
9,20,5,9,2,2,0,12,6,0,2,4,3,25,110,13,25,8,24,2,5,2,3,4,11,4,3,0,4,4,20,94,14,25
12,27,2,9,2,3,5,7,6,1,3,1,5,28,112,8,25,10,22,2,5,7,8,4,7,6,1,0,3,5,29,101,9,23
12,21,5,8,4,4,2,10,8,1,1,3,2,33,122,17,24,11,24,0,4,1,1,2,6,10,3,1,2,2,23,100,11,23
11,22,3,11,4,7,4,9,7,3,2,5,5,29,122,18,25,8,21,2,6,6,6,1,6,4,3,0,5,5,24,118,6,23
12,19,1,3,2,3,1,7,4,4,4,3,4,27,112,6,24,8,22,0,3,3,4,5,6,2,2,1,5,3,19,92,9,25
14,22,2,5,8,8,3,8,9,2,4,2,4,38,121,18,25,10,27,3,6,4,4,5,5,4,1,0,3,5,27,120,12,26
13,20,1,4,4,9,1,7,7,5,4,4,2,31,116,9,24,9,22,4,7,2,2,5,7,6,4,0,6,4,24,92,10,27
12,20,4,6,4,4,3,10,6,1,1,5,1,32,103,18,23,9,22,2,6,0,0,3,3,4,3,1,3,3,20,86,17,26
13,25,3,5,5,5,5,11,6,0,2,6,3,34,120,12,25,15,28,4,11,1,3,2,4,11,3,3,0,5,35,131,11,26
16,22,2,2,4,4,2,9,9,3,2,2,2,38,94,13,24,9,21,3,6,1,2,2,4,8,1,1,4,3,22,99,7,25
14,25,5,8,2,2,2,10,10,3,1,3,3,35,109,8,26,11,23,4,8,3,5,1,9,5,1,1,3,1,29,113,22,26
10,22,3,8,8,10,3,10,4,3,1,2,5,31,113,8,25,9,25,0,3,7,8,4,7,4,1,0,3,6,25,111,14,25
13,22,4,8,2,3,1,8,8,1,4,3,9,32,114,13,27,10,23,3,5,8,10,2,8,5,2,1,3,3,31,95,15,25
9,22,2,6,0,2,5,15,6,1,0,10,6,20,95,9,26,7,23,0,4,7,8,1,8,2,5,0,2,3,21,89,13,26
9,20,2,7,5,10,4,6,8,1,0,1,5,25,108,11,27,11,21,3,5,5,6,1,10,7,0,1,1,6,30,113,19,26
10,21,3,8,2,4,3,7,8,3,2,5,5,25,114,6,25,7,19,1,5,7,8,3,6,3,3,1,5,4,22,123,18,25
12,22,0,4,2,2,1,5,7,4,0,3,5,26,109,10,24,12,18,2,6,4,4,0,7,8,2,2,4,3,30,106,14,26
8,25,1,9,10,11,6,7,3,1,1,1,4,27,107,7,24,13,24,1,6,3,5,3,11,3,1,3,1,6,30,97,10,28
13,20,7,11,3,4,2,11,11,2,1,4,0,36,132,19,26,10,26,5,8,0,0,3,5,9,4,1,2,3,25,98,9,25
11,19,4,5,2,2,2,11,8,2,0,4,5,28,93,18,27,5,19,2,5,4,6,3,6,2,3,0,3,2,16,85,18,24
7,21,3,8,3,3,1,5,4,6,0,1,3,20,85,6,25,6,16,1,6,4,4,5,12,3,0,0,8,5,17,95,14,27
10,22,4,6,2,2,1,8,7,2,2,1,2,26,109,16,26,7,19,3,7,4,4,3,10,4,0,1,4,3,21,89,15,26
13,20,3,5,3,3,1,6,9,3,1,5,4,32,108,20,25,10,20,2,6,1,2,1,5,6,3,1,4,3,23,101,13,25
13,23,4,5,0,4,1,9,8,3,1,2,0,30,108,12,24,9,21,0,4,0,0,1,11,7,1,0,5,4,18,97,13,25
10,21,1,2,3,4,2,13,6,1,1,5,4,24,102,9,27,7,23,0,5,6,6,3,9,4,2,1,3,2,20,95,13,27
15,24,5,6,3,3,1,9,8,2,2,4,4,38,132,10,26,12,26,1,8,3,3,5,5,5,3,2,2,3,28,120,13,28
9,26,2,6,0,0,8,7,2,1,1,5,7,20,92,8,26,9,20,1,3,4,5,3,9,6,2,0,5,3,23,107,21,26
14,26,3,9,1,3,3,12,14,2,1,3,4,32,103,23,27,11,28,1,4,2,3,5,10,5,2,1,3,3,25,90,14,26
10,26,4,8,1,3,3,11,7,0,2,1,4,25,118,12,28,11,20,2,6,4,6,0,12,5,1,1,2,3,28,111,7,25
10,22,2,6,5,6,1,9,8,1,0,1,4,27,122,11,25,12,24,1,7,2,4,3,12,6,1,0,4,6,27,108,14,28
8,19,1,7,6,9,0,14,5,2,3,4,5,23,96,14,26,6,24,3,8,7,9,3,10,5,4,1,3,6,22,88,14,27
11,22,2,4,3,3,1,3,5,3,3,1,4,27,121,18,26,14,24,3,5,4,4,4,9,8,0,2,4,6,35,125,13,26
6,27,1,4,2,4,7,4,3,1,0,3,4,15,69,13,26,14,21,3,6,3,5,3,11,7,2,1,2,2,34,95,13,25
12,25,6,14,5,6,3,11,9,3,0,4,4,35,122,20,27,10,21,1,4,3,4,0,9,1,1,1,4,3,24,100,9,28
9,22,0,7,1,1,1,7,6,2,2,2,5,19,92,18,28,8,19,3,6,5,6,2,11,5,0,0,2,1,24,96,10,26
12,22,3,4,0,0,0,7,10,1,1,1,4,27,98,9,27,13,22,3,8,2,3,1,10,6,1,1,3,0,31,102,20,27
7,22,1,9,3,4,3,8,7,0,2,5,3,18,89,6,26,12,25,3,9,3,4,3,11,7,4,0,3,6,30,100,11,29
14,20,1,4,4,4,4,5,7,1,0,2,4,33,103,17,27,11,18,5,7,2,3,2,2,7,1,0,2,4,29,100,6,26
13,22,3,4,1,4,3,6,10,4,1,3,4,30,114,16,27,8,24,2,5,2,3,9,4,3,2,2,5,4,20,101,8,27
9,23,4,9,4,4,3,8,7,2,1,2,1,26,90,14,29,12,23,2,6,1,2,2,11,6,1,0,2,2,27,105,14,28
9,23,4,9,0,0,2,11,5,0,2,3,5,22,99,13,27,9,24,2,5,2,2,2,11,6,1,1,2,4,22,107,15,28
12,24,2,7,0,1,2,7,10,1,0,3,5,26,119,19,25,12,22,1,5,6,8,3,9,9,1,0,2,1,31,108,11,30
9,23,2,6,4,6,4,9,7,3,0,3,3,24,109,7,26,9,20,5,13,5,6,1,11,9,3,0,6,5,28,111,21,28
15,28,2,6,1,1,2,12,9,0,1,1,7,33,127,11,27,7,22,2,7,6,7,1,9,4,1,2,2,4,22,114,14,27
13,23,5,10,8,9,3,12,8,0,1,2,5,39,135,24,28,8,22,2,6,3,7,3,5,4,1,2,0,6,21,90,13,29
10,21,3,8,5,7,3,6,6,3,2,6,7,28,117,12,26,10,22,2,7,5,6,2,9,5,1,0,5,5,27,110,20,28
12,19,3,6,1,2,1,11,3,0,2,4,4,28,99,7,27,7,21,1,9,6,6,1,6,2,4,1,1,3,21,79,10,27
